datetime,river discharge,Name,day,month,year,Tempmax,Tempmin,Temp,Humidity,Precip,Preciprob,Precipcover,preciptype,Windspeed,Winddir,Sealevelpressure,Cloudcover,Severrisk,Moonphase
19/02/2024,85.7,Lagos,19,2,2024,35,27.2,29.9,81.2,0.2,100,4.17,rain,27.7,227.2,1010.5,47.9,100,0.33
19/02/2024,85.7,Lagos,19,2,2024,35,27.2,29.9,81.2,0.2,100,4.17,rain,27.7,227.2,1010.5,47.9,100,0.33
20/02/2024,85.5,Lagos,20,2,2024,33.8,23,28.5,81.5,40,100,4.17,rain,22.3,194.4,1009.5,48.7,75,0.36
20/02/2024,85.5,Lagos,20,2,2024,33.8,23,28.5,81.5,40,100,4.17,rain,22.3,194.4,1009.5,48.7,75,0.36
22/02/2024,92.54,Lagos,22,2,2024,31.1,23,27.4,85.3,40,100,4.17,rain,25.9,131.2,1008.9,57.2,75,0.43
22/02/2024,92.54,Lagos,22,2,2024,31.1,23,27.4,85.3,40,100,4.17,rain,25.9,131.2,1008.9,57.2,75,0.43
24/02/2024,94.5,Lagos,24,2,2024,33.8,25,28.5,80.6,24,100,4.17,rain,24.1,136.2,1011.8,40.6,30,0.5
24/02/2024,94.5,Lagos,24,2,2024,33.8,25,28.5,80.6,24,100,4.17,rain,24.1,136.2,1011.8,40.6,30,0.5
25/02/2024,95.83,Lagos,25,2,2024,35,25,29.4,77.9,22,100,4.17,rain,18.4,208.5,1012.3,39.9,75,0.53
25/02/2024,95.83,Lagos,25,2,2024,35,25,29.4,77.9,22,100,4.17,rain,18.4,208.5,1012.3,39.9,75,0.53
26/02/2024,112.76,Lagos,26,2,2024,34.8,27.1,30,82.6,0,0,0,rain,22.3,205.4,1011.2,50.8,75,0.57
26/02/2024,112.76,Lagos,26,2,2024,34.8,27.1,30,82.6,0,0,0,rain,22.3,205.4,1011.2,50.8,75,0.57
28/02/2024,125.77,Lagos,28,2,2024,34.8,27,29.7,82.5,0,0,0,rain,25.9,225.7,1009.5,54.9,100,0.63
28/02/2024,125.77,Lagos,28,2,2024,34.8,27,29.7,82.5,0,0,0,rain,25.9,225.7,1009.5,54.9,100,0.63
29/02/2024,125.47,Lagos,29,2,2024,35,27,30.1,80.8,0,0,0,rain,31.7,230.4,1008.9,55.9,100,0.67
29/02/2024,125.47,Lagos,29,2,2024,35,27,30.1,80.8,0,0,0,rain,31.7,230.4,1008.9,55.9,100,0.67
01/03/2024,120.62,Lagos,1,3,2024,33.2,26.9,29.5,82.3,0,0,0,rain,24.1,223.4,1009.5,59.8,100,0.7
01/03/2024,120.62,Lagos,1,3,2024,33.2,26.9,29.5,82.3,0,0,0,rain,24.1,223.4,1009.5,59.8,100,0.7
02/03/2024,113.82,Lagos,2,3,2024,35,27,30,82.3,0.4,100,4.17,rain,24.1,216.4,1010.7,55.1,100,0.73
02/03/2024,113.82,Lagos,2,3,2024,35,27,30,82.3,0.4,100,4.17,rain,24.1,216.4,1010.7,55.1,100,0.73
06/03/2024,95.83,Lagos,6,3,2024,35,27,29.9,81.5,0,0,0,rain,27.4,225.1,1011,58.6,100,0.87
06/03/2024,95.83,Lagos,6,3,2024,35,27,29.9,81.5,0,0,0,rain,27.4,225.1,1011,58.6,100,0.87
07/03/2024,93.41,Lagos,7,3,2024,35,25,29.1,81.9,0,0,0,rain,27.7,232.5,1012.1,53.2,100,0.9
07/03/2024,93.41,Lagos,7,3,2024,35,25,29.1,81.9,0,0,0,rain,27.7,232.5,1012.1,53.2,100,0.9
08/03/2024,91.47,Lagos,8,3,2024,33.8,25.9,28.9,82.6,22,100,4.17,rain,27.7,233,1011.7,46.7,60,0.94
08/03/2024,91.47,Lagos,8,3,2024,33.8,25.9,28.9,82.6,22,100,4.17,rain,27.7,233,1011.7,46.7,60,0.94
09/03/2024,90.62,Lagos,9,3,2024,34,21,26.7,86.2,26,100,8.33,rain,24.4,193,1011.7,52.9,75,0.97
09/03/2024,90.62,Lagos,9,3,2024,34,21,26.7,86.2,26,100,8.33,rain,24.4,193,1011.7,52.9,75,0.97
11/03/2024,88.74,Lagos,11,3,2024,34,26,29.4,80.7,0,0,0,rain,26.6,217.4,1011.5,62.4,60,0.04
11/03/2024,88.74,Lagos,11,3,2024,34,26,29.4,80.7,0,0,0,rain,26.6,217.4,1011.5,62.4,60,0.04
12/03/2024,87.92,Lagos,12,3,2024,34,28,29.3,82.5,1.2,100,16.67,rain,24.5,223.3,1011.9,68.3,75,0.07
12/03/2024,87.92,Lagos,12,3,2024,34,28,29.3,82.5,1.2,100,16.67,rain,24.5,223.3,1011.9,68.3,75,0.07
14/03/2024,90.83,Lagos,14,3,2024,29.5,28,28.7,81.7,0.3,100,12.5,rain,26.3,216.7,1011.5,77.7,75,0.14
14/03/2024,90.83,Lagos,14,3,2024,29.5,28,28.7,81.7,0.3,100,12.5,rain,26.3,216.7,1011.5,77.7,75,0.14
16/03/2024,91.68,Lagos,16,3,2024,34.8,27.3,29.6,79.3,0.3,100,8.33,rain,25.9,210.7,1009.9,38,75,0.2
16/03/2024,91.68,Lagos,16,3,2024,34.8,27.3,29.6,79.3,0.3,100,8.33,rain,25.9,210.7,1009.9,38,75,0.2
17/03/2024,91.9,Lagos,17,3,2024,35,28,30,80.5,0,0,0,rain,26.3,205.2,1009.2,40.8,75,0.25
17/03/2024,91.9,Lagos,17,3,2024,35,28,30,80.5,0,0,0,rain,26.3,205.2,1009.2,40.8,75,0.25
18/03/2024,91.26,Lagos,18,3,2024,35,26,30.2,81.8,0,0,0,rain,27.7,206.4,1008.4,53.6,75,0.27
18/03/2024,91.26,Lagos,18,3,2024,35,26,30.2,81.8,0,0,0,rain,27.7,206.4,1008.4,53.6,75,0.27
19/03/2024,90.41,Lagos,19,3,2024,33,25,28.4,81.8,0.4,100,4.17,rain,28.1,211.1,1007.7,56,75,0.3
19/03/2024,90.41,Lagos,19,3,2024,33,25,28.4,81.8,0.4,100,4.17,rain,28.1,211.1,1007.7,56,75,0.3
20/03/2024,89.78,Lagos,20,3,2024,34,27.1,29.6,81.1,0.1,100,4.17,rain,24.1,217.3,1007.8,58.1,75,0.34
20/03/2024,89.78,Lagos,20,3,2024,34,27.1,29.6,81.1,0.1,100,4.17,rain,24.1,217.3,1007.8,58.1,75,0.34
21/03/2024,89.36,Lagos,21,3,2024,34,28,29.7,80,1.8,100,12.5,rain,27.7,215.3,1008.7,73.6,75,0.37
21/03/2024,89.36,Lagos,21,3,2024,34,28,29.7,80,1.8,100,12.5,rain,27.7,215.3,1008.7,73.6,75,0.37
22/03/2024,88.54,Lagos,22,3,2024,34.5,25,29.4,80,0.1,100,4.17,rain,61.2,227.6,1008.6,47.9,75,0.41
22/03/2024,88.54,Lagos,22,3,2024,34.5,25,29.4,80,0.1,100,4.17,rain,61.2,227.6,1008.6,47.9,75,0.41
23/03/2024,88.13,Lagos,23,3,2024,34,24.9,28.9,80.9,0.5,100,8.33,rain,23.8,192.8,1009,53.7,75,0.44
23/03/2024,88.13,Lagos,23,3,2024,34,24.9,28.9,80.9,0.5,100,8.33,rain,23.8,192.8,1009,53.7,75,0.44
25/03/2024,92.33,Lagos,25,3,2024,35,25,29.9,79.5,0,0,0,rain,27.7,219.8,1010.5,54.8,75,0.5
25/03/2024,92.33,Lagos,25,3,2024,35,25,29.9,79.5,0,0,0,rain,27.7,219.8,1010.5,54.8,75,0.5
26/03/2024,94.5,Lagos,26,3,2024,34,25,28.9,80.3,2,100,4.17,rain,22.3,197.8,1010.5,45.4,60,0.54
26/03/2024,94.5,Lagos,26,3,2024,34,25,28.9,80.3,2,100,4.17,rain,22.3,197.8,1010.5,45.4,60,0.54
29/03/2024,95.16,Lagos,29,3,2024,35,28,30.7,81,0.6,100,25,rain,24.1,221.8,1009.8,43.4,100,0.64
29/03/2024,95.16,Lagos,29,3,2024,35,28,30.7,81,0.6,100,25,rain,24.1,221.8,1009.8,43.4,100,0.64
30/03/2024,97.17,Lagos,30,3,2024,35,28,31.1,75.5,0.5,100,20.83,rain,29.5,218.4,1010,53,100,0.68
30/03/2024,97.17,Lagos,30,3,2024,35,28,31.1,75.5,0.5,100,20.83,rain,29.5,218.4,1010,53,100,0.68
31/03/2024,100.62,Lagos,31,3,2024,36,27,30.9,76.8,3.9,100,4.17,rain,24.1,207.3,1010.6,44.9,75,0.71
31/03/2024,100.62,Lagos,31,3,2024,36,27,30.9,76.8,3.9,100,4.17,rain,24.1,207.3,1010.6,44.9,75,0.71
01/04/2024,92.76,Lagos,1,4,2024,35,27.8,30.6,78.7,1.8,100,50,rain,35.3,217,1011,70.1,75,0.75
02/04/2024,91.68,Lagos,2,4,2024,35,27,30,80.9,4.7,100,16.67,rain,32.8,212.1,1009.5,57.8,75,0.75
03/04/2024,90.2,Lagos,3,4,2024,34,23,28.4,81,10,100,4.17,rain,26.6,202.8,1008.8,59.8,100,0.82
04/04/2024,89.16,Lagos,4,4,2024,34.8,25.8,29.9,76.6,0,0,0,rain,25.9,216.8,1009.4,59.4,75,0.85
05/04/2024,87.72,Lagos,5,4,2024,35,27.8,30.4,80.5,0,0,0,rain,29.5,214.6,1010.4,61.6,75,0.89
06/04/2024,86.5,Lagos,6,4,2024,32,28,29.6,83.2,0,0,0,rain,22.3,216.8,1011.2,50.2,60,0.92
07/04/2024,87.51,Lagos,7,4,2024,36,25.8,30.3,78.8,0,0,0,rain,25.9,237.4,1011,44.5,75,0.95
10/04/2024,104.93,Lagos,10,4,2024,35,27,30.3,77.8,0,0,0,rain,31.7,200.3,1009.2,60.2,75,0.06
11/04/2024,109.66,Lagos,11,4,2024,35,26,30.1,77.6,0,0,0,rain,25.9,236.7,1009.8,62.9,75,0.09
13/04/2024,115.41,Lagos,13,4,2024,35,27,30.8,73.2,0,0,0,rain,25.9,217.1,1010.3,49.1,60,0.15
14/04/2024,110.69,Lagos,14,4,2024,30,27,28.3,83.1,4,100,4.17,rain,22.3,290.5,1011,42.4,60,0.19
15/04/2024,112.5,Lagos,15,4,2024,35,26.8,30.3,77.8,0,0,0,rain,20.5,197.1,1010.8,52.4,60,0.25
16/04/2024,115.68,Lagos,16,4,2024,32.1,26.8,29.2,84.3,2,100,4.17,rain,16.6,226.3,1010.7,56.8,60,0.25
19/04/2024,110.17,Lagos,19,4,2024,35,28.9,31,78,0.7,100,12.5,rain,29.5,200.2,1010.2,65.7,75,0.35
21/04/2024,101.8,Lagos,21,4,2024,32,24.8,28,86.2,7,100,4.17,rain,29.5,225.4,1008.7,50.1,60,0.42
22/04/2024,97.86,Lagos,22,4,2024,35,23,28.4,80.1,0,0,0,rain,21.2,247.3,1009.5,42.2,60,0.45
23/04/2024,95.61,Lagos,23,4,2024,32,23,27.6,82.6,11,100,8.33,rain,40.7,91.6,1010.5,50.1,75,0.48
25/04/2024,91.04,Lagos,25,4,2024,34,26.6,30.2,76.9,0,0,0,rain,20.5,202,1010.2,45.2,60,0.55
27/04/2024,94.94,Lagos,27,4,2024,35,27,30.3,80.7,0,0,0,rain,20.5,199.4,1008.1,52,75,0.62
28/04/2024,95.38,Lagos,28,4,2024,35,27.8,30.7,81.1,0,0,0,rain,24.1,192,1008.8,44.1,100,0.66
29/04/2024,96.5,Lagos,29,4,2024,35,28,30.9,80.4,0,0,0,rain,24.1,208.9,1009.6,47.3,100,0.69
01/05/2024,95.83,Lagos,1,5,2024,33,24,28,86.3,0.5,100,16.67,rain,23,200,1008.3,55,100,0.75
02/05/2024,100.39,Lagos,2,5,2024,35,25.8,29.7,76.8,0,0,0,rain,20.5,186.6,1009.7,38.8,60,0.8
03/05/2024,99.69,Lagos,3,5,2024,29.5,23,27,86.6,34,100,4.17,rain,19.4,174.9,1011.7,48.3,75,0.83
05/05/2024,90.83,Lagos,5,5,2024,35,27,30.6,78.7,0,0,0,rain,22.3,174.2,1009.7,50.2,60,0.91
06/05/2024,94.28,Lagos,6,5,2024,32.4,24.1,28.2,81.6,12.9,100,8.33,rain,20.5,204.4,1009.2,42.9,75,0.94
07/05/2024,95.83,Lagos,7,5,2024,32,26,29.1,79.7,1.8,100,8.33,rain,27.7,311.6,1009.8,49.5,60,0.98
10/05/2024,104.93,Lagos,10,5,2024,33,27,29.9,80.6,0,0,0,rain,20.5,180.6,1009.4,56.2,75,0.08
11/05/2024,106.89,Lagos,11,5,2024,33,25,28.3,83.3,39,100,8.33,rain,35.3,242.3,1009.8,44,60,0.11
12/05/2024,106.89,Lagos,12,5,2024,33,24,28.5,82.8,0,0,0,rain,18.4,189.1,1010.8,53.5,30,0.14
13/05/2024,110.69,Lagos,13,5,2024,34,26.1,28.9,82.3,4.6,100,16.67,rain,27,225.4,1011,62.2,60,0.17
14/05/2024,113.02,Lagos,14,5,2024,31,24,27.7,81,0.1,100,4.17,rain,23,211.4,1010.3,74,60,0.2
16/05/2024,112.24,Lagos,16,5,2024,34.4,23,26.6,90.9,37,100,8.33,rain,37.1,99.8,1011.9,48.9,60,0.27
17/05/2024,116.76,Lagos,17,5,2024,33.9,24,28.6,82.8,0,0,0,rain,13,272.5,1012.6,53.3,60,0.3
18/05/2024,129.32,Lagos,18,5,2024,33,24,28.9,81,0.1,100,4.17,rain,74.2,151.3,1011.8,57.4,60,0.33
19/05/2024,169.61,Lagos,19,5,2024,30.6,27,28.6,82.9,0.7,100,25,rain,19.4,204.3,1010.4,56.4,60,0.37
21/05/2024,170,Lagos,21,5,2024,35.1,27.8,30.6,79.8,0,0,0,rain,27.7,187.3,1012.1,55.3,75,0.43
22/05/2024,162.68,Lagos,22,5,2024,31,23,27.8,85.8,53,100,8.33,rain,21.6,212.7,1012.6,63.3,75,0.46
23/05/2024,151.05,Lagos,23,5,2024,33,25,29,83.4,0,0,0,rain,13,192.1,1011.9,43.6,60,0.5
24/05/2024,145.22,Lagos,24,5,2024,34,26,28.6,86.3,9,100,4.17,rain,25.6,209.6,1012,57.3,60,0.53
25/05/2024,139.6,Lagos,25,5,2024,30.1,23,26.4,89.1,61,100,12.5,rain,56.2,115.5,1012.9,63.1,30,0.57
26/05/2024,148.62,Lagos,26,5,2024,33,25,28.4,85.8,0,0,0,rain,18.7,197.2,1013,49.5,30,0.6
28/05/2024,139.93,Lagos,28,5,2024,33,26.9,29.4,82.6,0.1,100,4.17,rain,24.1,232.5,1013.2,57.9,60,0.67
29/05/2024,137.36,Lagos,29,5,2024,33,26.6,29.6,81.9,0,0,0,rain,22.3,206.3,1013.4,53.7,30,0.71
30/05/2024,134.21,Lagos,30,5,2024,34.3,26.8,28.7,83.5,26,100,4.17,rain,23,246,1012.6,56,60,0.75
31/05/2024,134.83,Lagos,31,5,2024,29.1,25,27.4,85.6,17,100,4.17,rain,27.7,214.6,1013,62,60,0.78
01/06/2024,135.77,Lagos,1,6,2024,33,24.9,28.6,83.7,0,0,0,rain,23,203.3,1013.9,55.5,30,0.82
02/06/2024,139.93,Lagos,2,6,2024,29,23,26.6,88.4,0.8,100,20.83,rain,64.8,241.7,1013.5,69.9,30,0.85
03/06/2024,140.91,Lagos,3,6,2024,32,25,27.7,84.8,23,100,4.17,rain,19,154.2,1013.9,51.1,30,0.89
04/06/2024,158.22,Lagos,4,6,2024,32,26,28.6,83.1,0.5,100,16.67,rain,24.1,220.4,1013.1,64.8,30,0.93
05/06/2024,156.76,Lagos,5,6,2024,32,25,28.5,85.3,14,100,4.17,rain,22.3,228,1013.2,55.4,30,0.96
06/06/2024,159.69,Lagos,6,6,2024,32,24,27.2,87.6,0.4,100,8.33,rain,21.2,211.7,1013.7,61.4,30,0
07/06/2024,157.85,Lagos,7,6,2024,31.2,24,27.1,86.4,35,100,4.17,rain,14.8,226.5,1015,61.7,30,0.03
08/06/2024,154.6,Lagos,8,6,2024,30,25.8,27.4,86.6,0,0,0,rain,24.1,232,1015.2,44.6,30,0.06
09/06/2024,171.98,Lagos,9,6,2024,31.1,25,27.5,86,0.2,100,4.17,rain,23,239.3,1013.6,57.1,30,0.09
10/06/2024,163.44,Lagos,10,6,2024,32,25.8,28.3,84.2,1,100,4.17,rain,20.5,214.7,1013.8,64.6,30,0.13
11/06/2024,172.38,Lagos,11,6,2024,30,25.2,27.3,87.1,4,100,8.33,rain,22.3,223.7,1014.5,65.7,30,0.16
12/06/2024,176.83,Lagos,12,6,2024,32.1,23.8,27.2,84.4,8,100,8.33,rain,23.8,225.6,1013.2,46.4,30,0.19
13/06/2024,182.23,Lagos,13,6,2024,31,25.2,28.1,84.3,2,100,4.17,rain,21.6,228.6,1012.8,47.9,30,0.22
14/06/2024,196.7,Lagos,14,6,2024,27,24,26.4,89,21,100,4.17,rain,14.8,228.9,1012.9,47.2,60,0.25
15/06/2024,214.77,Lagos,15,6,2024,30.7,24.5,26.8,87.1,2,100,4.17,rain,22.3,267.4,1012.8,77.5,10,0.29
16/06/2024,233.42,Lagos,16,6,2024,30,24.6,26.9,81.3,3.3,100,29.17,rain,42.5,228.8,1011.9,96.5,30,0.32
17/06/2024,242.78,Lagos,17,6,2024,32,24.9,27.8,82.8,14,100,8.33,rain,48.2,232.1,1012.4,64.7,30,0.35
18/06/2024,238.33,Lagos,18,6,2024,31,25,27.6,86.5,2.4,100,8.33,rain,38.9,231.1,1012.4,53.4,30,0.38
19/06/2024,243.34,Lagos,19,6,2024,32,25.2,28.6,82.4,0,0,0,rain,18.4,244.6,1011.7,57.3,30,0.42
20/06/2024,253.1,Lagos,20,6,2024,30,25.1,28,83.5,0,0,0,rain,20.5,247.9,1012,63.9,30,0.45
21/06/2024,245.04,Lagos,21,6,2024,31,24,26.7,89.5,41,100,4.17,rain,20.5,283.1,1013.5,63.1,30,0.48
22/06/2024,227.03,Lagos,22,6,2024,31,24,27.1,88.5,6,100,4.17,rain,22.3,212.5,1013.1,58,30,0.5
23/06/2024,203.64,Lagos,23,6,2024,31,25,28.1,85.4,1,100,4.17,rain,22.3,249.5,1012.8,59.6,30,0.55
24/06/2024,202.24,Lagos,24,6,2024,31,24,26.4,89.3,6,100,4.17,rain,22.3,226.1,1012.4,60,30,0.59
25/06/2024,188.67,Lagos,25,6,2024,27.5,23.9,25.5,90.1,30,100,4.17,rain,22.3,93.7,1012.4,67.4,30,0.62
26/06/2024,183.08,Lagos,26,6,2024,31,23,26.9,83.8,84,100,8.33,rain,53.6,249.3,1012.5,69.9,10,0.66
27/06/2024,203.64,Lagos,27,6,2024,32,23,26.5,81.2,12,100,4.17,rain,18.4,185,1012.2,43.6,30,0.69
28/06/2024,238.33,Lagos,28,6,2024,30,25.9,28,83.3,1.6,100,12.5,rain,24.1,226.3,1012.2,64.7,30,0.75
29/06/2024,260.22,Lagos,29,6,2024,31,23.9,27.1,87.1,12,100,4.17,rain,22.3,241.1,1012.7,61.8,30,0.77
30/06/2024,274.42,Lagos,30,6,2024,31.2,25,27.8,86.2,3,100,4.17,rain,25.9,236.9,1013,62.4,30,0.8
01/07/2024,259.62,Lagos,1,7,2024,32,25,27.9,84.6,6.9,100,50,rain,22.3,249.6,1013.5,55.3,30,0.84
02/07/2024,238.33,Lagos,2,7,2024,30,24,26.9,85.9,13.6,100,62.5,rain,22.7,235.8,1012.7,76.9,30,0.87
03/07/2024,237.23,Lagos,3,7,2024,27.1,24,25.4,93.1,52.1,100,79.17,rain,25.2,224.2,1012.9,76.5,10,0.91
