datetime,river discharge,Name,day,month,year,Tempmax,Tempmin,Temp,Humidity,Precip,Preciprob,Precipcover,preciptype,Windspeed,Winddir,Sealevelpressure,Cloudcover,Severrisk,Moonphase
11/01/2020,139.93,Lagos,11,1,2020,34,26.9,29,84,0.6,100,4.17,rain,20.5,218.5,1013.3,46.9,,0.52
14/01/2020,139.93,Lagos,14,1,2020,35,26,29.4,83.3,1,100,4.17,rain,20.4,273.4,1010.1,52.3,,0.63
03/03/2020,146.91,Lagos,3,3,2020,33,23,27.8,82.8,10,100,8.33,rain,27.7,202.3,1013.2,42.7,,0.29
06/03/2020,178.89,Lagos,6,3,2020,35,24.8,28.6,84.4,3,100,4.17,rain,25.9,259.4,1010.3,59.2,,0.39
09/03/2020,213.29,Lagos,9,3,2020,33,26.6,29.6,81.3,0.4,100,12.5,rain,24.4,223.8,1010.1,43.7,,0.5
11/03/2020,194.43,Lagos,11,3,2020,35,27.8,30.3,81.4,2.1,100,25,rain,31.7,232.2,1009.5,55.1,,0.56
12/03/2020,183.08,Lagos,12,3,2020,35,24.9,28.7,82,6,100,4.17,rain,15.9,222.1,1009.9,55.2,,0.59
13/03/2020,174.39,Lagos,13,3,2020,35,27,29.9,80.2,1.9,100,25,rain,20.1,216.3,1009.9,60.8,,0.63
14/03/2020,169.22,Lagos,14,3,2020,33.1,25.2,28.7,83.5,12,100,4.17,rain,14.8,254,1010.6,50.6,,0.66
15/03/2020,164.96,Lagos,15,3,2020,34,26.2,29.6,81.5,0.1,100,4.17,rain,22.3,232.4,1010.1,47.9,,0.7
21/03/2020,140.91,Lagos,21,3,2020,34.1,27,29.5,82.4,0.1,100,4.17,rain,31.7,224.3,1010.5,63.1,,0.9
23/03/2020,137.36,Lagos,23,3,2020,31,27,28.7,85,1,100,8.33,rain,17.3,256.9,1011,56.1,,0.97
24/03/2020,145.22,Lagos,24,3,2020,29,23,26.1,87.8,14,100,8.33,rain,13,269.8,1012,45.5,,0
01/04/2020,148.62,Lagos,1,4,2020,33,24.8,28,82.8,9,100,4.17,rain,27.7,185.4,1010.8,46.2,,0.25
04/04/2020,136.09,Lagos,4,4,2020,31,20,26.9,85.3,0.1,100,4.17,rain,31.7,206.1,1011.9,48.2,,0.38
05/04/2020,133.9,Lagos,5,4,2020,35,24.9,28.7,83,3.9,100,4.17,rain,24.1,198.7,1011,41.5,,0.41
08/04/2020,132.35,Lagos,8,4,2020,33,26.8,29.1,82.9,0.2,100,4.17,rain,18.1,220.6,1010.9,60.2,,0.5
14/04/2020,138.96,Lagos,14,4,2020,34,27,29.9,78.7,0.1,100,4.17,rain,27.7,224.8,1010.6,49.5,,0.75
16/04/2020,145.89,Lagos,16,4,2020,34.6,27.8,30.1,81.8,0.6,100,16.67,rain,31.7,243.9,1009.9,50.8,,0.78
17/04/2020,147.25,Lagos,17,4,2020,34,28,29.9,79.8,1.3,100,4.17,rain,19.4,218.5,1009.7,71,,0.81
22/04/2020,165.34,Lagos,22,4,2020,33.1,22.9,27.6,83.1,40,100,4.17,rain,46.4,236.6,1010.8,58.8,,0.98
23/04/2020,168.43,Lagos,23,4,2020,33,25,28.3,80.7,3.8,100,16.67,rain,20.5,213.6,1010.5,52.7,,0
24/04/2020,168.43,Lagos,24,4,2020,34,26.8,29.7,80.6,0.1,100,4.17,rain,28.5,234.1,1010.6,43.1,,0.05
26/04/2020,166.49,Lagos,26,4,2020,31,22,26.7,89.2,4,100,4.17,rain,29.5,260.4,1011.6,53.5,,0.12
28/04/2020,168.43,Lagos,28,4,2020,33,22,27.2,82.4,4,100,4.17,rain,16.6,219.4,1012.9,44.4,,0.19
29/04/2020,169.22,Lagos,29,4,2020,32,23,28.4,84,3,100,4.17,rain,27.7,224.4,1013.3,55.7,,0.22
30/04/2020,170,Lagos,30,4,2020,31,24,27.1,85.5,3,100,4.17,rain,16.6,209.9,1013.7,56.8,,0.25
03/05/2020,163.44,Lagos,3,5,2020,31,24,27.5,84.2,1,100,4.17,rain,35.3,185.3,1011.7,56.6,,0.36
04/05/2020,166.49,Lagos,4,5,2020,32,24,27.7,80.7,4,100,4.17,rain,24.1,157.1,1012,48.7,,0.4
07/05/2020,161.55,Lagos,7,5,2020,33.1,27,29.6,81.6,0.2,100,8.33,rain,18,219.4,1010.7,52.7,,0.5
10/05/2020,168.04,Lagos,10,5,2020,29,25,27.2,90,15,100,4.17,rain,35.3,141.2,1012.3,54.1,,0.6
13/05/2020,191.75,Lagos,13,5,2020,33,25,28.5,78.8,0.2,100,4.17,rain,24.1,187.6,1013.3,47.9,,0.7
19/05/2020,153.17,Lagos,19,5,2020,30,22,26.6,88.2,11,100,4.17,rain,34.1,238.5,1014.2,46.5,,0.89
21/05/2020,154.24,Lagos,21,5,2020,34,20,29.1,81.4,0.1,100,4.17,rain,40.7,248.5,1013.8,56.3,,0.96
22/05/2020,163.06,Lagos,22,5,2020,31,26.4,28.3,84.3,0.2,100,4.17,rain,17.9,216.6,1014.1,58.5,,0
25/05/2020,213.29,Lagos,25,5,2020,30.1,22,26,90.4,11,100,4.17,rain,24.1,190.4,1013.6,61.7,,0.1
28/05/2020,250.19,Lagos,28,5,2020,28.7,23,25.6,93.9,21,100,8.33,rain,51.8,358.9,1012.8,47.7,,0.2
29/05/2020,263.24,Lagos,29,5,2020,33,23,27.4,85.6,0.4,100,8.33,rain,16.6,207.9,1012,55,,0.24
30/05/2020,289.4,Lagos,30,5,2020,30.8,26,27.7,87.3,1.4,100,16.67,rain,22.3,218.9,1012,56.1,,0.25
31/05/2020,315.96,Lagos,31,5,2020,30,25.5,27.5,86.3,1.6,100,50,rain,18.4,224.2,1012.7,86,,0.31
01/06/2020,310.17,Lagos,1,6,2020,29.2,24,26.9,86.4,1.6,100,29.17,rain,16.6,225.1,1013.7,72.3,,0.35
02/06/2020,301,Lagos,2,6,2020,31,22,25.4,87.2,21,100,8.33,rain,22.3,180.4,1013.9,54.6,,0.38
04/06/2020,249.03,Lagos,4,6,2020,31.9,25,27.4,88.3,0.7,100,8.33,rain,14.8,238.8,1013.1,47.1,,0.45
05/06/2020,219.29,Lagos,5,6,2020,33.1,25,28.2,82.6,23,100,4.17,rain,18.4,218.2,1014.1,55.2,,0.5
06/06/2020,198.07,Lagos,6,6,2020,32,25,27.9,85.7,0.1,100,4.17,rain,14.9,213.2,1014.1,68.3,,0.52
07/06/2020,187.36,Lagos,7,6,2020,31,22,26.7,87.6,52,100,8.33,rain,15,248.1,1014.1,60.6,,0.55
09/06/2020,177.65,Lagos,9,6,2020,32.6,23,27.2,79.9,0.5,100,8.33,rain,40,133.8,1013.3,55.2,,0.62
13/06/2020,288.73,Lagos,13,6,2020,31,24,27,84,0.2,100,4.17,rain,14.8,199.8,1013.3,58.7,,0.75
14/06/2020,340.98,Lagos,14,6,2020,29.1,25,26.9,89.2,15,100,4.17,rain,14.8,244.9,1014,68.5,,0.78
15/06/2020,383.59,Lagos,15,6,2020,30,24,27,89.4,15,100,8.33,rain,16.6,232.4,1014.4,59.7,,0.81
17/06/2020,357.1,Lagos,17,6,2020,28,24,26,93.6,45,100,12.5,rain,16.6,223.9,1013,66.9,,0.88
18/06/2020,333.19,Lagos,18,6,2020,25.1,22,23.9,98.3,56,100,12.5,rain,18.4,306.1,1014.5,70.2,,0.91
21/06/2020,778.83,Lagos,21,6,2020,29,22.8,25.6,91.9,37,100,8.33,rain,14.9,225.7,1014.3,61.4,,0
22/06/2020,838.46,Lagos,22,6,2020,28,23,24.6,96.5,22,100,8.33,rain,20.5,215.7,1013.4,66.6,,0.04
24/06/2020,675.08,Lagos,24,6,2020,30,24.8,27,87,221,100,4.17,rain,14.8,240.6,1012.8,57.2,,0.11
26/06/2020,556.19,Lagos,26,6,2020,31,23,27,86.3,0.1,100,4.17,rain,18.7,243.3,1012.4,63.6,,0.19
27/06/2020,482.06,Lagos,27,6,2020,31,23,26.4,86.5,0.9,100,4.17,rain,20.5,228.6,1011.8,67.7,,0.22
28/06/2020,425.58,Lagos,28,6,2020,26.1,24,25.1,94.1,19,100,8.33,rain,9.4,269.2,1012.5,69.7,,0.25
29/06/2020,428.54,Lagos,29,6,2020,29,23.9,25.7,90.9,2,100,4.17,rain,22.3,229.2,1012.9,64.7,,0.29
30/06/2020,513.04,Lagos,30,6,2020,28.1,23,25.2,92,61,100,8.33,rain,13.7,249.2,1013.4,85.6,,0.33
04/07/2020,731.82,Lagos,4,7,2020,27,23,24.8,94.4,71,100,8.33,rain,22.3,250.7,1013.2,80.7,,0.47
05/07/2020,894.36,Lagos,5,7,2020,30,23,25.5,91.5,59,100,8.33,rain,14.3,282.2,1013.3,56,,0.5
06/07/2020,1269.57,Lagos,6,7,2020,30.1,24,26.1,90.2,13,100,4.17,rain,15.1,267.2,1012.7,56.4,,0.54
07/07/2020,1537.15,Lagos,7,7,2020,27.1,23.8,25.6,92.4,6,100,4.17,rain,14.4,240.2,1012,62.6,,0.57
08/07/2020,1320.3,Lagos,8,7,2020,26,24,25,94.2,18,100,4.17,rain,14.8,256,1012,55.7,,0.6
09/07/2020,1176.61,Lagos,9,7,2020,27,23.7,25.1,94.2,5,100,4.17,rain,9.4,255.5,1013.2,63.2,,0.64
12/07/2020,1272.5,Lagos,12,7,2020,28,24.8,25.8,88.6,1.5,100,8.33,rain,18.4,260.5,1014.6,55.3,,0.73
13/07/2020,1212.39,Lagos,13,7,2020,29.1,23.7,25.9,87.3,0.2,100,4.17,rain,20.2,249,1013.1,60.7,,0.75
14/07/2020,1121.02,Lagos,14,7,2020,30,23.9,26,85.2,0.1,100,4.17,rain,27.7,263.9,1013.1,54,,0.8
15/07/2020,880.05,Lagos,15,7,2020,28,23.2,25.4,86.7,0.2,100,4.17,rain,19.8,261.8,1013.8,53.7,,0.83
20/07/2020,410.15,Lagos,20,7,2020,30.2,24,26.3,85.1,0.4,100,4.17,rain,25.9,223.2,1013.1,58.1,,0
21/07/2020,439.55,Lagos,21,7,2020,31,24.8,26.8,83.8,0.6,100,4.17,rain,20.5,233.3,1012.9,60.9,,0.03
22/07/2020,483.17,Lagos,22,7,2020,29,24,26.2,86.9,4,100,4.17,rain,18.4,235.7,1013.4,60.3,,0.06
27/07/2020,317.42,Lagos,27,7,2020,28.8,24,26.2,81,0.1,100,4.17,rain,14.8,258.5,1014.1,61,,0.25
28/07/2020,282.79,Lagos,28,7,2020,27,22,25.3,85.2,0.8,100,29.17,rain,35.3,227.7,1013.8,66.2,,0.28
29/07/2020,265.69,Lagos,29,7,2020,31,23,26,83.9,0.1,100,4.17,rain,27.7,236.8,1014.4,50.2,,0.31
31/07/2020,229.14,Lagos,31,7,2020,28,24.2,25.6,84.9,0.6,100,20.83,rain,29.5,244.9,1013.9,82.9,,0.38
01/08/2020,210.35,Lagos,1,8,2020,29,24.2,26,83.5,2,100,4.17,rain,30.4,217.6,1014.9,65.6,,0.42
02/08/2020,249.03,Lagos,2,8,2020,29,23,24.9,88.2,0.1,100,4.17,rain,40.7,269,1015.5,44,,0.46
03/08/2020,549.81,Lagos,3,8,2020,27,23.7,25,86.1,0.4,100,16.67,rain,27.7,253,1016.4,49.9,,0.5
07/08/2020,249.03,Lagos,7,8,2020,28,23,24.7,82.4,1,100,4.17,rain,18.4,247.4,1016.4,59.5,,0.62
14/08/2020,144.55,Lagos,14,8,2020,28,23,25.5,82.5,0.5,100,12.5,rain,22.3,245.7,1012.5,67.6,,0.85
15/08/2020,141.56,Lagos,15,8,2020,30,24,26.3,83.4,0.2,100,4.17,rain,20.5,232.9,1012.5,60.9,,0.88
17/08/2020,138.32,Lagos,17,8,2020,29,22,25.5,84.3,0.1,100,4.17,rain,37.1,275.7,1012.1,61.5,,0.95
19/08/2020,140.91,Lagos,19,8,2020,32,24,27.1,78.4,0.1,100,4.17,rain,18.7,253.2,1011.2,51.4,,0
20/08/2020,141.89,Lagos,20,8,2020,28.1,24,25.7,84.8,0.2,100,8.33,rain,37.1,255.9,1010.8,69.5,,0.05
22/08/2020,142.88,Lagos,22,8,2020,27,24,25.3,87.7,0.2,100,8.33,rain,16.6,244.6,1013.3,78.4,,0.12
23/08/2020,144.21,Lagos,23,8,2020,31,24,26.4,82.7,0.2,100,8.33,rain,18,251.9,1014.1,58.6,,0.15
24/08/2020,150.01,Lagos,24,8,2020,29.9,23,26.3,79.3,0.1,100,4.17,rain,19.1,242.3,1012.9,66.2,,0.19
25/08/2020,159.32,Lagos,25,8,2020,30,23,25.6,83.5,0.1,100,4.17,rain,14.9,237.7,1013.2,59,,0.25
30/08/2020,154.24,Lagos,30,8,2020,29.1,24.8,26.3,83.8,0.9,100,12.5,rain,24.1,243.6,1013.3,71.1,,0.4
31/08/2020,158.96,Lagos,31,8,2020,30,23.9,26.4,82.8,1,100,8.33,rain,19.4,245.2,1013.6,67.9,,0.44
01/09/2020,175.2,Lagos,1,9,2020,28.6,24.7,25.8,87.1,1,100,4.17,rain,14,272.5,1012.8,65.9,,0.47
02/09/2020,201.77,Lagos,2,9,2020,27,24.8,25.6,86.4,1,100,4.17,rain,18.4,238.5,1011.3,75.8,,0.5
03/09/2020,246.74,Lagos,3,9,2020,27.9,24.4,25.5,88,1.8,100,58.33,rain,19.4,226,1012.4,74.2,,0.54
04/09/2020,303.09,Lagos,4,9,2020,28,24.4,25.7,87.2,1.5,100,45.83,rain,18.4,234.6,1014.1,92.1,,0.57
05/09/2020,326.34,Lagos,5,9,2020,26.6,24.8,25.4,88.1,5,100,70.83,rain,23.8,235.5,1012.9,98,,0.61
06/09/2020,305.9,Lagos,6,9,2020,27.4,24,25.8,86.3,1.7,100,70.83,rain,19.4,235.7,1011.3,77.3,,0.64
07/09/2020,272.53,Lagos,7,9,2020,29.9,24.1,26.4,83,0.8,100,25,rain,16.6,229.6,1011.1,65,,0.67
09/09/2020,299.61,Lagos,9,9,2020,27,23,25,89.3,9.6,100,25,rain,20.5,258.4,1013,62.3,,0.74
10/09/2020,370.54,Lagos,10,9,2020,30,23.6,26.5,83.6,1.8,100,33.33,rain,20.7,237.1,1013.1,75.9,,0.75
12/09/2020,1777.28,Lagos,12,9,2020,30,22,26,88,1,100,4.17,rain,14.8,234.5,1013.1,74.4,,0.84
15/09/2020,635.8,Lagos,15,9,2020,26,21,23.7,93.6,21,100,8.33,rain,69.2,298.2,1013.1,64.6,,0.93
16/09/2020,710.21,Lagos,16,9,2020,28.6,23,25.1,89.7,2,100,4.17,rain,22.3,245.5,1011.7,75.1,,0.97
17/09/2020,750.62,Lagos,17,9,2020,30,23.9,26.2,85.5,4.2,100,8.33,rain,24.1,233.2,1012.7,70.1,,0
18/09/2020,828.85,Lagos,18,9,2020,30,24.6,26.3,85.1,1,100,29.17,rain,31.7,261.9,1013,76.7,,0.03
19/09/2020,846.23,Lagos,19,9,2020,30.2,22,26.2,85.2,4.2,100,45.83,rain,35.3,243,1012.8,86.8,,0.07
20/09/2020,695.63,Lagos,20,9,2020,27.3,23,25.3,89.7,1.7,100,41.67,rain,33.5,260.9,1013.5,76.5,,0.1
21/09/2020,563.94,Lagos,21,9,2020,30,23,25.9,88,3.3,100,12.5,rain,18.7,249.8,1013.7,74.3,,0.14
22/09/2020,570.48,Lagos,22,9,2020,28.6,24.6,26,89.3,1.3,100,12.5,rain,16.2,269,1013.5,73.3,,0.17
24/09/2020,863.97,Lagos,24,9,2020,29,22,25.6,86.5,8,100,4.17,rain,18.4,249.9,1014.2,65.6,,0.25
25/09/2020,921.57,Lagos,25,9,2020,30.1,23.6,26.4,83.8,0.2,100,8.33,rain,14.8,257.1,1014,65.9,,0.28
26/09/2020,782.43,Lagos,26,9,2020,26.5,21,24.8,90.2,2.3,100,45.83,rain,31.7,272.5,1012.4,79,,0.31
27/09/2020,570.48,Lagos,27,9,2020,29,22,25.5,87.6,1,100,4.17,rain,18.3,251.6,1011.7,77.7,,0.35
28/09/2020,437.53,Lagos,28,9,2020,30,23.8,26.5,86.2,0.7,100,12.5,rain,16.9,247.4,1012.2,71.8,,0.38
29/09/2020,420.7,Lagos,29,9,2020,30.2,22,26.3,84.4,1.1,100,25,rain,29.5,238.2,1013.3,68,,0.42
30/09/2020,479.84,Lagos,30,9,2020,28.1,22,25.4,89.8,8,100,8.33,rain,18.4,248.2,1012.8,75.3,,0.45
01/10/2020,600.17,Lagos,1,10,2020,30.5,21,26.2,85.3,0.3,100,8.33,rain,24.1,230,1012,63.2,,0.5
02/10/2020,882.08,Lagos,2,10,2020,30.8,24,26.9,84.3,0.3,100,12.5,rain,48.2,232.7,1011.6,67.7,,0.52
03/10/2020,976.24,Lagos,3,10,2020,29,24.4,26.4,86.6,2.7,100,50,rain,43.2,240.9,1011.4,84.1,,0.55
04/10/2020,789.68,Lagos,4,10,2020,30,24.1,26.5,85.4,1.3,100,41.67,rain,46.8,210.2,1012.3,82.4,,0.59
05/10/2020,622.73,Lagos,5,10,2020,30,24.6,27,85.8,3,100,8.33,rain,75.6,224.6,1013.4,76,,0.62
06/10/2020,560.05,Lagos,6,10,2020,28.8,22,25.4,89.4,4.4,100,29.17,rain,46.4,248.5,1013.2,76.7,,0.65
07/10/2020,558.76,Lagos,7,10,2020,27,22,25,87.6,16,100,4.17,rain,20.5,174.6,1013.4,74.2,,0.69
08/10/2020,607.13,Lagos,8,10,2020,28.9,24,25.9,89.7,0.5,100,4.17,rain,18.4,228.1,1013,66.1,,0.72
09/10/2020,731.82,Lagos,9,10,2020,29,24.8,26,86.9,6.5,100,50,rain,28.8,234.8,1013.1,68.1,,0.75
10/10/2020,796.99,Lagos,10,10,2020,30,23,26.1,87.7,0.5,100,16.67,rain,14.4,228.1,1013.5,73.4,,0.75
11/10/2020,784.24,Lagos,11,10,2020,29,24.7,26.3,87.4,8.7,100,37.5,rain,14.8,241.5,1013.3,78.8,,0.82
12/10/2020,757.58,Lagos,12,10,2020,29.1,22.9,26.1,87.4,0.6,100,16.67,rain,37.1,266.5,1012.5,49.5,,0.85
13/10/2020,728.46,Lagos,13,10,2020,31,22,26.6,83.8,17,100,4.17,rain,18,240.1,1012.5,59.2,,0.89
14/10/2020,679.77,Lagos,14,10,2020,27,24.4,25.6,90.2,6.7,100,20.83,rain,13,242.8,1012.9,72,,0.92
15/10/2020,593.29,Lagos,15,10,2020,30.3,23.9,26.6,85.7,4.3,100,37.5,rain,50,236.8,1013,54.5,,0.95
16/10/2020,515.42,Lagos,16,10,2020,29.7,25,26.3,88.1,4,100,16.67,rain,13.7,242.4,1011.9,71.3,,0
17/10/2020,488.78,Lagos,17,10,2020,28.2,23.9,25.7,88.1,2.6,100,29.17,rain,11.2,169.7,1012.2,71.5,,0.02
19/10/2020,494.45,Lagos,19,10,2020,31.1,23.5,26.8,85.2,3,100,20.83,rain,25.2,268,1012,54,,0.09
20/10/2020,471.06,Lagos,20,10,2020,32.1,23,26.8,84.2,2,100,4.17,rain,24.1,232.2,1012.2,58.5,,0.12
21/10/2020,462.45,Lagos,21,10,2020,30,25,27.3,85.2,1.1,100,29.17,rain,15.4,235.4,1012.1,43.1,,0.16
22/10/2020,443.63,Lagos,22,10,2020,33.1,25,28,83.6,0.3,100,12.5,rain,18,221.7,1012.5,49.3,,0.19
23/10/2020,398.94,Lagos,23,10,2020,32.6,25,28,84.5,0.4,100,12.5,rain,28.8,234.5,1012.7,57.8,,0.25
24/10/2020,338.63,Lagos,24,10,2020,31,25.3,27.5,86.3,0.4,100,12.5,rain,25.2,240.4,1012,68.3,,0.26
25/10/2020,284.76,Lagos,25,10,2020,30,22,26.5,87.4,29,100,4.17,rain,28.2,199.3,1011.3,69.5,,0.29
26/10/2020,257.82,Lagos,26,10,2020,31,23.9,26.7,88.6,0.4,100,4.17,rain,14.8,230,1010.7,84.5,,0.33
27/10/2020,248.46,Lagos,27,10,2020,32,24,27.4,86.4,0.2,100,4.17,rain,13,216.7,1010.3,75.4,,0.36
28/10/2020,276.33,Lagos,28,10,2020,32.1,24.6,27.5,87.2,2.8,100,4.17,rain,18.4,238.2,1010.9,67.5,,0.39
29/10/2020,321.85,Lagos,29,10,2020,31.2,24.8,27.6,85.8,0.7,100,8.33,rain,14.8,207.4,1011.6,60.6,,0.43
30/10/2020,313.77,Lagos,30,10,2020,31.9,24,27.3,84.3,5,100,4.17,rain,17.4,220.2,1011.7,56.3,,0.46
31/10/2020,270.64,Lagos,31,10,2020,32.2,24.9,28.2,84.3,0.1,100,4.17,rain,14.8,218.4,1011.4,55.8,,0.5
01/11/2020,227.56,Lagos,1,11,2020,33,25,28,86.7,1.1,100,25,rain,22.3,226.6,1010.4,61.6,,0.53
02/11/2020,195.79,Lagos,2,11,2020,32,25.3,27.7,85.4,1.4,100,25,rain,14.4,229.6,1011,84.9,,0.56
04/11/2020,164.2,Lagos,4,11,2020,31,25,27.3,87.9,0.6,100,8.33,rain,14.8,217.8,1012.2,64.3,,0.63
05/11/2020,159.32,Lagos,5,11,2020,29.7,24.9,27.3,90.3,2.7,100,12.5,rain,14.8,217.9,1011.2,72.2,,0.67
06/11/2020,156.4,Lagos,6,11,2020,35,26.7,28.9,81.3,1.5,100,37.5,rain,16.6,234.9,1011.7,62.6,,0.7
07/11/2020,153.53,Lagos,7,11,2020,33.1,25,28,84.3,18,100,4.17,rain,18,240.6,1012.7,64.6,,0.73
08/11/2020,152.46,Lagos,8,11,2020,32.1,25,27.5,85.6,0.4,100,12.5,rain,11.2,237.6,1013.7,59.4,,0.75
09/11/2020,151.05,Lagos,9,11,2020,31,25,27.2,86.9,3,100,4.17,rain,14.8,251.8,1013.5,62.2,,0.8
10/11/2020,150.01,Lagos,10,11,2020,32,25,27.4,84.4,3.6,100,25,rain,50.4,181.9,1012.2,53.1,,0.84
11/11/2020,155.68,Lagos,11,11,2020,29.6,24,26.4,89.3,56,100,8.33,rain,46.3,144.2,1012.1,61.1,,0.87
14/11/2020,171.98,Lagos,14,11,2020,32.8,25.2,28.3,83.2,1.3,100,25,rain,21.6,195.3,1011.7,73.1,,0.97
15/11/2020,173.98,Lagos,15,11,2020,33,24.7,28.3,83,8,100,4.17,rain,36,232.9,1010.3,71.5,,0
16/11/2020,168.04,Lagos,16,11,2020,32.3,24,27.4,83.9,0.9,100,29.17,rain,21.6,219.9,1011.7,56.2,,0.04
17/11/2020,159.32,Lagos,17,11,2020,32.2,24,27.7,83.8,0.2,100,8.33,rain,25.2,210.2,1011.1,58.5,,0.07
18/11/2020,151.41,Lagos,18,11,2020,35,25.2,28.2,84.1,0.5,100,8.33,rain,16.6,232.6,1010.6,51.2,,0.11
19/11/2020,146.23,Lagos,19,11,2020,33,25,28.1,83.1,0.6,100,16.67,rain,16.6,237.8,1010.2,66.8,,0.14
20/11/2020,143.88,Lagos,20,11,2020,38.6,24.2,28.2,82.4,0.3,100,12.5,rain,16.6,237.3,1009.9,61.4,,0.17
21/11/2020,142.55,Lagos,21,11,2020,33.7,25.1,28,82.2,1,100,25,rain,16.6,217.2,1010.4,72.8,,0.21
22/11/2020,142.22,Lagos,22,11,2020,35,24.6,28.7,80.7,0.1,100,4.17,rain,16.6,226.5,1011.1,60.8,,0.25
23/11/2020,141.23,Lagos,23,11,2020,32.9,24,28.4,79.6,0.2,100,8.33,rain,14.8,241.5,1011.9,56.3,,0.27
24/11/2020,139.6,Lagos,24,11,2020,33.1,24.9,27.5,86.8,16,100,4.17,rain,14.8,214.7,1012.1,52.5,,0.3
25/11/2020,138.64,Lagos,25,11,2020,30.1,25,27.1,88.6,2,100,4.17,rain,14.1,218.9,1010.7,59.4,,0.34
26/11/2020,138,Lagos,26,11,2020,33,17,27,83.3,1.5,100,20.83,rain,44.6,219.4,1010.5,56.8,,0.37
27/11/2020,138.32,Lagos,27,11,2020,33,19,27.2,81.5,2.8,100,16.67,rain,25.2,234.7,1011.7,70.4,,0.4
28/11/2020,138.96,Lagos,28,11,2020,31.6,20.5,27.3,81.9,1.9,100,8.33,rain,18,225.4,1012.2,59.5,,0.44
29/11/2020,138.96,Lagos,29,11,2020,34.1,25,27.9,81.2,1.2,100,20.83,rain,20.5,243.7,1011.4,58.2,,0.47
30/11/2020,139.28,Lagos,30,11,2020,33,25,28.4,83.4,0.5,100,16.67,rain,35.3,265.8,1011.4,63.8,,0.5
01/12/2020,140.25,Lagos,1,12,2020,34,25.1,28.7,82.6,0.5,100,12.5,rain,16.9,224.4,1011.2,47,,0.54
02/12/2020,140.91,Lagos,2,12,2020,33.1,25.8,28.5,83.3,0.6,100,20.83,rain,18,237.9,1011.5,54.5,,0.57
03/12/2020,139.6,Lagos,3,12,2020,33,24.6,28.3,79.1,0.6,100,16.67,rain,18.4,250,1011.8,55.4,,0.61
04/12/2020,137.36,Lagos,4,12,2020,33,26,28.5,82.2,1.1,100,29.17,rain,50,248.8,1012.5,44.8,,0.64
05/12/2020,135.14,Lagos,5,12,2020,38,25,28.8,82,0.1,100,4.17,rain,22.3,222.5,1012,44.1,,0.68
06/12/2020,132.97,Lagos,6,12,2020,33.1,25.2,28.9,82.4,0.3,100,4.17,rain,17,224.4,1011.4,50.4,,0.71
07/12/2020,131.43,Lagos,7,12,2020,34,23,28.7,82,0.5,100,12.5,rain,25.2,204,1012.4,65.5,,0.75
08/12/2020,131.13,Lagos,8,12,2020,33,24,27.5,83.2,1.8,100,12.5,rain,39.6,236.6,1012.8,62.1,,0.75
09/12/2020,131.43,Lagos,9,12,2020,34.7,24.7,28.6,81.3,0.5,100,12.5,rain,20.5,236.4,1012,60.8,,0.82
10/12/2020,132.05,Lagos,10,12,2020,32,24.6,28.2,83.3,0.1,100,4.17,rain,22.6,228.4,1012.1,54.8,,0.85
11/12/2020,132.05,Lagos,11,12,2020,33,25.9,28.6,83.8,0.8,100,16.67,rain,21.6,231.8,1012.3,48.3,,0.89
12/12/2020,132.66,Lagos,12,12,2020,33,24.2,28.4,83.1,1.4,100,16.67,rain,18,233.5,1011.8,56.4,,0.92
13/12/2020,133.59,Lagos,13,12,2020,32.1,25,27.6,85.4,2.2,100,25,rain,16.6,226.3,1010.6,56.4,,0.96
14/12/2020,134.83,Lagos,14,12,2020,32.1,24,27.5,86.5,5,100,4.17,rain,18,225,1010.4,57.6,,0
15/12/2020,137.04,Lagos,15,12,2020,31,23,27.5,85,5,100,4.17,rain,18.4,215.6,1010.4,62.1,,0.03
16/12/2020,139.28,Lagos,16,12,2020,33,25,27.9,85.7,1.1,100,4.17,rain,16.6,244.9,1010.9,67.5,,0.06
17/12/2020,139.93,Lagos,17,12,2020,33,25,28,84.9,0.4,100,12.5,rain,28.8,278.4,1011.1,64.4,,0.09
18/12/2020,140.58,Lagos,18,12,2020,34,25,28,85.1,2,100,4.17,rain,15.1,230.3,1010.9,59.5,,0.12
19/12/2020,140.91,Lagos,19,12,2020,32.4,25.8,27.7,85.3,4,100,4.17,rain,14.8,230.1,1010.5,52.9,,0.15
20/12/2020,139.6,Lagos,20,12,2020,33.6,25,27.8,86.7,15,100,4.17,rain,14.8,228.3,1010.7,45.7,,0.19
21/12/2020,137.36,Lagos,21,12,2020,31.7,25.2,27.6,86.7,0.8,100,20.83,rain,16.6,235.9,1011.1,64.5,,0.22
22/12/2020,135.14,Lagos,22,12,2020,34.2,25.7,28.3,84.1,0.9,100,25,rain,25.2,238.2,1010.8,63.6,,0.25
23/12/2020,133.28,Lagos,23,12,2020,35.6,25,28.7,82.4,0.3,100,8.33,rain,18,211.8,1010.7,57.1,,0.28
24/12/2020,131.43,Lagos,24,12,2020,32,25.7,27.9,85.9,7,100,4.17,rain,18.4,242.9,1010,64.6,,0.32
25/12/2020,130.22,Lagos,25,12,2020,34,25.2,28.2,85.4,0.3,100,8.33,rain,18.4,225.5,1009.6,52.7,,0.35
27/12/2020,128.12,Lagos,27,12,2020,34,23.4,27.8,77,5,100,4.17,rain,13,246,1009.8,47.7,,0.41
